,timestamp,bpf_block_irq,bpf_cpu_time_us,bpf_net_rx_irq,bpf_net_tx_irq,platform_power,node_type,id
0,1695115663,0.6666666666666666,1321.0,1936.3333333333333,0.3333333333333333,19.0,1.0,all containers
1,1695115666,0.3333333333333333,1139.6666666666667,1723.0,0.0,11.0,1.0,all containers
2,1695115669,0.6666666666666666,722.0,626.6666666666667,0.6666666666666666,0.0,1.0,all containers
3,1695115672,0.3333333333333333,487.6666666666667,228.66666666666669,0.3333333333333333,0.0,1.0,all containers
4,1695115675,0.6666666666666666,477.3333333333333,208.66666666666669,0.0,0.0,1.0,all containers
5,1695115678,0.3333333333333333,528.0,231.33333333333334,0.0,0.0,1.0,all containers
6,1695115681,0.6666666666666666,496.6666666666667,172.66666666666669,0.0,0.0,1.0,all containers
7,1695115684,0.3333333333333333,489.66666666666663,246.66666666666669,0.3333333333333333,0.0,1.0,all containers
8,1695115687,0.6666666666666666,522.3333333333333,174.66666666666666,0.0,0.0,1.0,all containers
9,1695115690,0.3333333333333333,498.33333333333337,236.66666666666666,0.0,0.0,1.0,all containers
10,1695115693,0.6666666666666666,500.0,249.0,0.3333333333333333,0.0,1.0,all containers
11,1695115696,0.3333333333333333,519.6666666666667,311.3333333333333,1.0,0.0,1.0,all containers
12,1695115699,0.6666666666666666,538.3333333333334,283.0,0.3333333333333333,0.0,1.0,all containers
13,1695115702,0.3333333333333333,540.3333333333334,211.66666666666669,0.6666666666666666,0.0,1.0,all containers
14,1695115705,0.6666666666666666,505.33333333333337,214.66666666666669,0.0,0.0,1.0,all containers
15,1695115708,0.3333333333333333,568.0,391.6666666666667,0.6666666666666666,9.0,1.0,all containers
16,1695115711,0.6666666666666666,1481.3333333333333,160.66666666666669,0.0,50.0,1.0,all containers
17,1695115714,0.3333333333333333,1488.6666666666665,271.3333333333333,0.6666666666666666,48.0,1.0,all containers
18,1695115717,0.6666666666666666,1507.0,197.0,0.0,48.0,1.0,all containers
19,1695115720,0.3333333333333333,1448.0,244.33333333333334,0.6666666666666666,51.0,1.0,all containers
20,1695115723,0.6666666666666666,1524.6666666666665,231.33333333333334,0.3333333333333333,49.0,1.0,all containers
21,1695115726,0.3333333333333333,1477.0,272.0,0.0,52.0,1.0,all containers
22,1695115729,0.6666666666666666,1531.0,213.66666666666666,0.3333333333333333,48.0,1.0,all containers
23,1695115732,0.3333333333333333,1471.3333333333333,199.33333333333334,0.0,52.0,1.0,all containers
24,1695115735,0.6666666666666666,1488.6666666666665,244.66666666666666,0.3333333333333333,49.0,1.0,all containers
25,1695115738,0.3333333333333333,1505.0,184.66666666666669,0.3333333333333333,49.0,1.0,all containers
26,1695115741,0.6666666666666666,581.6666666666667,270.3333333333333,1.0,0.0,1.0,all containers
27,1695115744,0.3333333333333333,485.0,347.6666666666667,0.6666666666666666,0.0,1.0,all containers
28,1695115747,0.6666666666666666,519.3333333333334,215.33333333333334,0.0,0.0,1.0,all containers
29,1695115750,0.3333333333333333,514.3333333333334,201.0,0.3333333333333333,0.0,1.0,all containers
30,1695115753,0.6666666666666666,568.6666666666667,365.66666666666663,0.0,3.0,1.0,all containers
31,1695115756,0.3333333333333333,2336.666666666667,292.0,0.0,59.0,1.0,all containers
32,1695115759,0.6666666666666666,2453.666666666667,212.66666666666669,0.6666666666666666,58.0,1.0,all containers
33,1695115762,0.3333333333333333,2396.3333333333335,197.66666666666669,0.0,56.0,1.0,all containers
34,1695115765,0.6666666666666666,2439.666666666667,229.33333333333334,0.0,55.0,1.0,all containers
