,timestamp,packge_ratio_package,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,package_power,core_power,uncore_power,dram_power,node_type,id
191,1695116236,1.0,0.0,0.0,0.0,0.0,97.68133333573738,0.0,0.0,11.243666667491198,1.0,all containers
192,1695116239,1.0,240692.0,0.0,52224.666666666664,188467.33333333334,8.754000000655651,0.0,0.0,1.6870000002284868,1.0,all containers
193,1695116242,1.0,15378.0,0.0,6144.0,9240.0,0.8723333341379949,0.0,0.0,0.0,1.0,all containers
194,1695116245,1.0,0.0,0.0,0.0,0.0,0.9293333341677972,0.0,0.0,1.2417658012964239e-09,1.0,all containers
195,1695116248,1.0,0.0,0.0,0.0,0.0,0.5186666684846095,0.0,0.0,1.2417658012964239e-09,1.0,all containers
196,1695116251,1.0,221795.0,1155072.0,57405.666666666664,164389.3333333333,2.5250000009934084,0.0,0.0,1.635000000397369,1.0,all containers
197,1695116254,1.0,134971.0,1155072.0,64400.333333333336,70570.66666666666,76.21033333366115,0.0,0.0,10.605333333214126,1.0,all containers
198,1695116257,1.0,0.0,0.0,0.0,0.0,100.20500000069538,0.0,0.0,10.655666666726276,1.0,all containers
199,1695116260,1.0,0.0,0.0,0.0,0.0,103.04633333409825,0.0,0.0,11.573333334177732,1.0,all containers
200,1695116263,1.0,0.0,0.0,0.0,0.0,100.54600000133118,0.0,0.0,10.632333333293602,1.0,all containers
201,1695116266,1.0,0.0,0.0,0.0,0.0,102.21033333490291,0.0,0.0,11.255666666974626,1.0,all containers
202,1695116269,1.0,0.0,0.0,0.0,0.0,100.8943333340188,0.0,0.0,10.673999999960266,1.0,all containers
203,1695116272,1.0,0.0,0.0,0.0,0.0,103.12500000124177,0.0,0.0,11.679666668176651,1.0,all containers
204,1695116275,1.0,0.0,0.0,0.0,0.0,100.62433333446583,0.0,0.0,10.645000000794731,1.0,all containers
205,1695116278,1.0,0.0,0.0,0.0,0.0,103.2323333347837,0.0,0.0,11.33666666597128,1.0,all containers
206,1695116281,1.0,0.0,0.0,0.0,0.0,102.3133333325386,0.0,0.0,11.28033333520095,1.0,all containers
207,1695116284,1.0,261586.6666666667,191146.6666666667,75666.66666666667,185913.3333333333,45.24900000294049,0.0,0.0,7.4059999994933605,1.0,all containers
208,1695116287,1.0,24636.666666666668,181589.33333333334,0.0,24636.666666666668,1.8683333322405815,0.0,0.0,1.7766666673123837,1.0,all containers
209,1695116290,1.0,0.0,0.0,0.0,0.0,0.9260000015298573,0.0,0.0,0.20366666714350856,1.0,all containers
210,1695116293,1.0,0.0,0.0,0.0,0.0,1.1923333356777803,0.0,0.0,0.5923333341876713,1.0,all containers
211,1695116296,1.0,258227.33333333334,1164629.3333333333,8324.0,249904.33333333334,5.916666666666664,0.0,0.0,5.448999999711916,1.0,all containers
212,1695116299,1.0,101653.0,1123669.3333333333,29372.666666666664,72279.33333333333,76.8586666683356,0.0,0.0,7.927333333839975,1.0,all containers
213,1695116302,1.0,0.0,0.0,0.0,0.0,102.83866666754088,0.0,0.0,11.506333333750568,1.0,all containers
214,1695116305,1.0,0.0,0.0,0.0,0.0,100.07400000095367,0.0,0.0,10.286666666467987,1.0,all containers
215,1695116308,1.0,0.0,0.0,0.0,0.0,102.27433333421746,0.0,0.0,11.237666667749487,1.0,all containers
